cancerType	TF.ChIPseq	totalTFBS	totalSamples	bmr	activeTFBS	nSNVs	nSamples	pvalue.poibin	pvalue.binom	pvalue.pois	expVal.poibin	expVal.binom	expVal.pois	sigVal.poibin	sigVal.binom	sigVal.pois
Skin-Melanoma	GSE60270.FOXA1.MCF7	5072036	107	0.840771535953222	428369	1048	89	0.69425770464473	0.659724697118674	0.554475157917615	90	90	90	95	96	106
Skin-Melanoma	GSE59530.FOXA1.MCF7_E2	6804356	107	0.861148146922397	500499	1399	97	0.0572906223466442	0.107651546221961	0.320016420525065	92	92	92	97	98	108
Skin-Melanoma	GSE59530.ESR1.MCF7_E2	7086005	107	0.758743795554475	252229	392	84	0.243574232609292	0.305622408484566	0.392006422077697	81	81	81	87	88	96
Skin-Melanoma	GSE55921.ESR1.MCF7_E2	1419394	107	0.590115607627682	110884	162	58	0.923843872592834	0.866070999696101	0.757947595221188	63	63	63	70	71	76
Skin-Melanoma	GSE55921.ESR1.MCF7_E2_JQ1	1092825	107	0.541075732455045	89656	127	50	0.981150001349272	0.948066745960697	0.866332979710246	58	58	58	65	66	71
Skin-Melanoma	ENCSR062HDL.HSF1.MCF7	218758	107	0.532440756690203	86392	271	72	0.000157421124383106	0.00221350802344178	0.0306053873347049	57	57	57	64	65	70
Skin-Melanoma	GSE68356.ESR1.MCF7_E2PG	6195635	107	0.802908718165434	329823	930	85	0.676754224226341	0.642214644819106	0.553543515569982	86	86	86	91	92	101
Skin-Melanoma	GSE72249.ESR1.MCF7	1116711	107	0.327022252825103	34538	53	32	0.805300088603909	0.762211908312648	0.71623644635261	35	35	35	42	43	45
Skin-Melanoma	GSE68356.ESR1.MCF7_E2	4658123	107	0.756366548897053	248843	659	83	0.320191741223667	0.368438635965023	0.423746772352286	81	81	81	86	88	96
Skin-Melanoma	GSE27300.ESR1.MCF7_TLED	775061	107	0.52290694676698	82930	261	72	6.14968566146068e-05	0.00117650446259598	0.0220296071201082	56	56	56	63	64	69
Skin-Melanoma	GSE60270.ESR1.MCF7_SHCTR	873155	107	0.479195052854884	68740	115	51	0.573700303719335	0.558955690006597	0.53385267075768	51	51	51	58	60	63
Skin-Melanoma	ERP000380.ESR1.MCF7_TAM	1797259	107	0.664592449910354	155362	307	73	0.355335235729713	0.392152687308272	0.427058032084718	71	71	71	77	79	85
Skin-Melanoma	GSE68356.ESR1.MCF7	2640379	107	0.625830780222513	129947	794	84	5.40337848942141e-06	0.000306673558383985	0.0247207214862775	67	67	67	73	75	81
Skin-Melanoma	GSE60270.ESR1.MCF7_SHGATA3_E2	801241	107	0.564306775253921	99100	170	60	0.587720882134148	0.569723771799656	0.536686042195256	60	60	60	67	69	73
Skin-Melanoma	GSE60270.ESR1.MCF7_SHCTR_E2	3597394	107	0.804570326035623	333405	639	94	0.00749925620042369	0.0302845921266608	0.210293870614675	86	86	86	91	93	102
Skin-Melanoma	GSE60270.MED1.MCF7_E2	1540465	107	0.82123034017215	372757	1609	97	0.00163419684003308	0.0104495889876564	0.177873333256462	88	88	88	93	94	104
Skin-Melanoma	GSE54855.ESR1.MCF7_E2_5M	423550	107	0.293648758254146	29215	69	38	0.06474781246591	0.0998857060764444	0.139824827277627	31	31	31	38	39	41
Skin-Melanoma	GSE60270.ESR1.MCF7_SHFOXA1_E2	375221	107	0.383798507615543	45130	149	59	1.56488212030848e-05	0.000321806359287358	0.00493717891847179	41	41	41	48	49	52
Skin-Melanoma	ERP000380.ESR1.MCF7	292946	107	0.390963102751396	46625	411	77	1.4432899320127e-15	5.72764058404118e-12	7.14959317194008e-07	42	42	42	49	50	53
Skin-Melanoma	ENCSR391JII.RCOR1.MCF7	3598856	107	0.928228314380923	930006	2325	104	0.02424571905089	0.0466850209261418	0.332463504197985	99	99	99	103	103	116
Skin-Melanoma	ERP000901.NCOA2.MCF7	5002147	107	0.871857090334551	545812	1378	99	0.0252130581443912	0.0586791356407385	0.290556973384269	93	93	93	98	99	109
Skin-Melanoma	GSE59530.ESR1.MCF7_TNF	190996	107	0.278087127578416	26929	91	45	0.000145136884303954	0.00107047295683849	0.00546743487901402	30	30	30	36	37	39
Skin-Melanoma	GSE71276.ESR1.MCF7	476191	107	0.810437879183873	346528	2180	93	0.0284146499702868	0.0723486610041539	0.263680697945747	87	87	87	92	93	102
Skin-Melanoma	GSE60270.ESR1_P118.MCF7_SHCTR_E2	307551	107	0.303130931797165	30667	40	31	0.682807935351093	0.653614522406976	0.623068510962973	32	32	32	39	40	42
Skin-Melanoma	GSE60270.ESR1_P118.MCF7_SHRARS_E2	21047	107	0.028111775838656	1882	0	0	1	1	1	3	3	3	6	6	6
Skin-Melanoma	GSE54855.ESR1.MCF7_E2_40M	1031228	107	0.533790587213272	86894	212	66	0.0191342523081232	0.0514902656069993	0.134494188361617	57	57	57	64	66	70
Skin-Melanoma	GSE54855.ESR1.MCF7_E2_10M	1189575	107	0.501917577695556	75792	163	55	0.42275307111423	0.439026587888135	0.447916209911857	54	54	54	60	62	66
Skin-Melanoma	ERP000380.ESR1.MCF7_TAMR_TAM	639787	107	0.216474036360217	18929	31	22	0.667599506049328	0.644664166664915	0.623426471300178	23	23	23	29	30	31
Skin-Melanoma	ERP000380.ESR1.MCF7_TAMR	604303	107	0.21687343804306	18976	25	19	0.899124926570332	0.8664914608407	0.835677151364573	23	23	23	29	30	31
Skin-Melanoma	GSE54855.ESR1.MCF7_E2_2M	266746	107	0.22187059242574	19569	83	39	8.41975985647059e-05	0.000561530450538417	0.00249257147672188	24	24	24	30	31	32
Skin-Melanoma	ERP002305.ESR1.MCF7_MRNAHIST	471321	107	0.226898146999078	20175	115	46	5.81754201478546e-08	2.48877344311005e-06	5.52077199945655e-05	24	24	24	31	32	33
Skin-Melanoma	ENCSR000EWU.ZNF217.MCF7	3089514	107	0.689217529559157	174899	414	85	0.00125503762275914	0.0103475358778524	0.107023728695194	74	74	74	80	81	88
Skin-Melanoma	ERP000901.NCOA1.MCF7_E2	1949919	107	0.627304245595148	130814	245	66	0.664916470291281	0.629901518987221	0.570743395924441	67	67	67	73	75	81
Skin-Melanoma	ENCSR912NMR.NONO.MCF7	1575698	107	0.692030190298637	177335	519	85	0.00161347422753277	0.0121420677608379	0.113779896559639	74	74	74	80	82	88
Skin-Melanoma	GSE59530.FOXA1.MCF7_E2_TNF	7217102	107	0.860526418720044	498041	1322	95	0.194518735800537	0.2554006687381	0.394041872370913	92	92	92	97	98	108
Skin-Melanoma	GSE29073.EP300.MCF7_DMSO	446299	107	0.349341296322084	38452	99	47	0.0136124068547095	0.0336852591716188	0.0717515607573582	37	37	37	44	46	48
Skin-Melanoma	GSE54855.ESR1.MCF7_E2_120M	432762	107	0.336768186525273	36210	76	41	0.136086606530947	0.179998526014276	0.224637982519817	36	36	36	43	44	46
Skin-Melanoma	GSE59530.ESR1.MCF7	313919	107	0.166965902249433	13525	45	29	0.0017039338294591	0.00454388488008217	0.00938983177333674	18	18	18	24	24	25
Skin-Melanoma	GSE60270.ESR1_P118.MCF7_SHRARS	97335	107	0.104745039568957	7758	8	8	0.900414047930502	0.883323674490827	0.869723074189758	11	11	11	16	17	17
Skin-Melanoma	GSE54592.ESR1.MCF7_LETR	75457	107	0.0346936079442859	2342	3	3	0.728764020997841	0.721708396323201	0.716628441633236	4	4	4	7	7	7
Skin-Melanoma	GSE29073.EP300.MCF7_E2	439769	107	0.371093614976749	42572	120	50	0.00917548894084208	0.0261673810389578	0.0640620800110885	40	40	40	47	48	50
Skin-Melanoma	GSE59530.RELA.MCF7_E2_TNF	587975	107	0.774423241138525	276352	2199	92	0.00338168889502133	0.0189126670153965	0.170800321370799	83	83	83	88	90	98
Skin-Melanoma	GSE40762.FOXM1.MCF7_THIOS	547947	107	0.549170502453688	92833	402	72	0.000728280022527339	0.0061689922912378	0.0517968364926418	59	59	59	65	67	72
Skin-Melanoma	GSE40762.FOXM1.MCF7	1428495	107	0.621489865832249	127433	549	80	0.000307584932086935	0.00397781574303258	0.058677593554442	67	67	66	73	75	80
Skin-Melanoma	GSE54592.ESR1.MCF7_LETR_ANDRO	18735	107	0.0102025746833408	668	1	1	0.668909149499951	0.666223146350672	0.664346362380158	1	1	1	3	3	3
Skin-Melanoma	GSE41561.E2F4.MCF7_TAM	1031727	107	0.908116897007554	755006	3867	104	0.00264332577920401	0.00914642500367269	0.257115588793528	97	97	97	101	102	114
Skin-Melanoma	GSE59530.RELA.MCF7_TNF	346621	107	0.763233368707079	258810	2280	88	0.0372515867796696	0.0893492748970531	0.255794616577074	82	82	81	87	89	97
Skin-Melanoma	GSE59530.RELA.MCF7_E2	187097	107	0.663465283338486	154538	1564	86	3.25048176650355e-05	0.00100774144001869	0.0457956982140397	71	71	71	77	79	85
Skin-Melanoma	GSE59530.RELA.MCF7	166520	107	0.602255499240808	116970	1265	84	3.04005304707644e-07	4.64747184381054e-05	0.0110267701911382	64	64	64	71	73	78
Skin-Melanoma	ERP000380.FOXA1.MCF7_TAMR_E2_TAM	11307102	107	0.819314100595496	367889	601	90	0.274124142688421	0.330361411607393	0.415703570140961	88	88	87	93	94	103
Skin-Melanoma	GSE45852.HSF1.MCF7	251393	107	0.575859771137566	104193	422	78	2.54033865996206e-05	0.000747549161909777	0.0247009981890478	62	62	61	68	70	75
Skin-Melanoma	ENCSR551ZDZ.MTA2.MCF7	314864	107	0.108394214398865	8069	49	32	3.26668736505553e-09	6.23701841284685e-08	6.13569994700747e-07	11	11	11	17	17	17
Skin-Melanoma	ENCSR555PBN.MAFK.MCF7	3834513	107	0.684590852594849	170989	355	70	0.849167069330931	0.783860110468159	0.663647955000995	73	73	73	79	81	88
Skin-Melanoma	ENCSR465VLK.FOXK2.MCF7	806906	107	0.633459248479605	134513	640	87	2.32153927082202e-07	4.14659291989583e-05	0.0139374405039256	68	68	68	74	76	82
Skin-Melanoma	GSE40129.GATA3.MCF7	680434	107	0.153477755401248	12186	15	13	0.880135389753509	0.854768956597868	0.833334938839673	16	16	16	22	23	23
Skin-Melanoma	GSE41561.E2F4.MCF7_ICI	211994	107	0.683069581644111	169729	1123	86	0.000254538999816423	0.00376489833954985	0.0760202031074381	73	73	73	79	81	87
Skin-Melanoma	GSE75070.RUNX1.MCF7	40232	107	0.234655704426089	21129	100	50	8.68741856230315e-10	1.19530275011215e-07	7.77429183318468e-06	25	25	25	31	32	34
Skin-Melanoma	ENCSR000EWV.GATA3.MCF7	1372480	107	0.239763516947138	21770	26	24	0.710456857743223	0.681688686172227	0.654694567588013	26	26	25	32	33	34
Skin-Melanoma	ERP002305.ESR1.MCF7	10579	107	0.00309674373526369	201	0	0	1	1	1	0	0	0	1	1	1
Skin-Melanoma	GSE72977.FOXM1.MCF7_MI63	158617	107	0.101344646309779	7471	19	16	0.0598908624254684	0.0734285453370921	0.0845105053131598	11	11	11	16	16	17
Skin-Melanoma	GSE47041.TP53.MCF7_NUT	73839	107	0.194425063870279	16422	21	16	0.932333025329331	0.905915146422116	0.880942584728459	21	21	21	27	28	29
Skin-Melanoma	GSE35109.ESR1.MCF7	1118728	107	0.320343169408396	33424	43	31	0.825208852658467	0.78154538076797	0.735121606521211	34	34	34	41	42	44
Skin-Melanoma	GSE54855.ESR1.MCF7	16549	107	0.130829105019071	10052	66	34	2.44155614614883e-08	4.47705538419996e-07	4.30723967936864e-06	14	14	14	19	20	20
Skin-Melanoma	GSE60270.GATA3.MCF7	157040	107	0.294873705073773	29400	63	34	0.309158988549872	0.335461958892719	0.354616391380637	32	31	31	38	39	41
Skin-Melanoma	ENCSR028NUR.ZNF592.MCF7	113936	107	0.347734593840143	38160	214	65	4.22295531876671e-11	3.8679592639923e-08	2.3244800233746e-05	37	37	37	44	45	48
Skin-Melanoma	GSE60270.ESR1_P118.MCF7_SHCTR	16281	107	0.00767569235436099	501	2	2	0.198241354369893	0.198632235194523	0.198883624078628	1	1	1	2	2	3
Skin-Melanoma	GSE60270.MED1.MCF7	11196	107	0.0253755866051049	1693	4	3	0.515376770707231	0.51233181347383	0.510088612256683	3	3	3	6	6	6
Skin-Melanoma	GSE53531.ESR1.MCF7_SHESR1	19115	107	0	0	0	0	1	1	1	0	0	0	0	0	0
Skin-Melanoma	GSE60270.PRKDC.MCF7_SHRARS_E2	2445	107	0	0	0	0	1	1	1	0	0	0	0	0	0
Skin-Melanoma	GSE60270.PRKDC.MCF7_SHCTR	4326	107	0	0	0	0	1	1	1	0	0	0	0	0	0
Skin-Melanoma	GSE60270.PRKDC.MCF7_SHRARS	6278	107	0.00823689293485767	538	2	2	0.220223028637822	0.220518154371969	0.220700036688854	1	1	1	3	3	3
Lymph-BNHL	GSE72082.GABPA.MCF7	264736	107	0.253594393574125	83404	29	21	0.957488211527974	0.933145672537753	0.902863245290499	27	27	27	34	35	36
Lymph-BNHL	ERP000380.CTCF.MCF7	10140056	107	0.904813628543845	1627822	745	93	0.941248870300208	0.917193687121469	0.664500340125356	97	97	97	101	102	113
Lymph-BNHL	ERP000209.STAG1.MCF7_E2	17027359	107	0.983225014057196	4009464	3403	107	0.147102292079976	0.163629768051894	0.44345126859973	105	105	105	107	107	122
Lymph-BNHL	ERP000209.RAD21.MCF7	13776726	107	0.937048916538096	2116779	2183	107	0.000433093240846394	0.00095183599645865	0.263381242674983	100	100	100	104	104	117
Lymph-BNHL	GSE54027.HOXC11.MCF7_LY2_TAMOXIFEN	17441	107	0.00983259809639982	2182	3	3	0.0870624439081904	0.0892184812046618	0.0901275914257512	1	1	1	3	3	3
Lymph-BNHL	GSE54027.HOXC11.MCF7_LY2	1185	107	0	0	0	0	1	1	1	0	0	0	0	0	0
Lymph-BNHL	GSE54693.MBD2.MCF7	46115	107	0.00532588004376362	1173	0	0	1	1	1	0	0	0	2	2	2
Lymph-BNHL	GSE45852.HSF1.MCF7_CHX_10UM	518860	107	0.504537175803921	257945	81	38	0.999950519284675	0.99933235562888	0.990647853988129	54	54	54	61	62	66
Lymph-BNHL	GSE38901.HSF1.MCF7	419631	107	0.370294543538183	147738	66	31	0.985627550180274	0.967925382659142	0.930979010913463	40	40	39	47	48	50
Lymph-BNHL	GSE72082.RAD21.MCF7	16990222	107	0.930750447840691	1999514	1006	99	0.688690175454365	0.677332264951879	0.536930019907053	100	100	99	103	104	116
Lymph-BNHL	GSE60270.ESR1.MCF7	1198415	107	0.202283542673832	61309	31	22	0.507533834928132	0.504259451980369	0.498004912096655	22	22	21	28	29	30
Lymph-BNHL	GSE47027.NR5A2.MCF7	1572469	107	0.403807861914194	170847	68	29	0.999794977308133	0.998493908414655	0.990852536528543	43	43	43	50	52	54
Lymph-BNHL	GSE14664.ESR1.MCF7_E2	8359130	107	0.804788881752948	907228	506	91	0.102934008644566	0.14116729492951	0.313228674905752	86	86	86	92	93	102
Lymph-BNHL	GSE45822.ESR1.MCF7	9488079	107	0.715875901675385	603891	276	66	0.997561732244671	0.989852051465076	0.899936715767781	77	77	76	83	84	91
Lymph-BNHL	ENCSR000EWX.E2F1.MCF7	20812334	107	0.999075689987541	9720619	6311	107	0.90496109260147	0.905790797726171	0.509043312122972	107	107	107	107	107	124
Lymph-BNHL	ENCSR000BUM.SIN3A.MCF7	17719276	107	0.996283071894015	6744730	4637	107	0.664828570971711	0.671358319622036	0.497504954297836	107	107	106	107	107	124
Lymph-BNHL	ENCSR000BUL.MAX.MCF7	18820112	107	0.998527769164251	8685894	4212	107	0.852397716145752	0.854153146627041	0.506781438798914	107	107	107	107	107	124
Lymph-BNHL	ENCSR000BUZ.PML.MCF7	3545504	107	0.963314063592877	2830057	1722	104	0.430739192566399	0.444734170223888	0.47675675301886	103	103	103	106	106	120
Lymph-BNHL	ENCSR000DMQ.MYC.MCF7	13339902	107	0.997141033555872	7277197	2884	107	0.731486165350295	0.736130742214484	0.501052342707271	107	107	107	107	107	124
Lymph-BNHL	GSE78113.CTCF.MCF7_NORMOXIA	19994890	107	0.971699677475467	3202222	1695	101	0.977022869244483	0.967245651968599	0.627770928660475	104	104	104	106	106	121
Lymph-BNHL	ERP000901.CREBBP.MCF7	15399185	107	0.979787929263923	3713024	1395	106	0.343316462835372	0.360805739272079	0.46774762804321	105	105	105	107	107	122
Lymph-BNHL	ENCSR000DMO.CTCF.MCF7	23529664	107	0.995018261111593	6168675	3255	107	0.576866529240006	0.586033551801475	0.492272102922656	107	107	106	107	107	124
Lymph-BNHL	ENCSR000DMJ.MYC.MCF7	30136040	107	0.996116641395537	6657328	3245	107	0.652573598950951	0.659463752198628	0.496816597321735	107	107	106	107	107	124
Lymph-BNHL	ENCSR000DMM.MYC.MCF7	22494984	107	0.999084214897046	9741564	4816	107	0.905801091542553	0.906618167186969	0.50907849518005	107	107	107	107	107	124
Lymph-BNHL	GSE76454.ZNF143.MCF7	22060336	107	0.997923578647492	7945470	3277	107	0.797632645533014	0.800588600560674	0.504286068764707	107	107	107	107	107	124
Lymph-BNHL	GSE76454.ZNF143.MCF7_E2	18886140	107	0.997343046781876	7428493	3067	107	0.748059364047035	0.752260697743226	0.501887302975831	107	107	107	107	107	124
Lymph-BNHL	ERP000209.STAG1.MCF7_E2_SHCTCF	14398348	107	0.984152067689391	4101793	2835	107	0.16416196567652	0.180990754655322	0.447281802328102	105	105	105	107	107	122
Lymph-BNHL	ERP000209.STAG1.MCF7	18703130	107	0.98059676536607	3777152	3456	107	0.107578069404653	0.122879327974079	0.432608286450492	105	105	105	107	107	122
Lymph-BNHL	ERP000209.STAG1.MCF7_E2_SHCTR	16979276	107	0.949124650002076	2388190	2015	106	0.0170905456615046	0.0252321949414684	0.342631533489683	102	102	101	105	105	118
Lymph-BNHL	ENCSR000AHF.TAF1.MCF7	1789392	107	0.9086214537503	1673813	795	100	0.197159693859834	0.228164090547812	0.402475247644368	97	97	97	101	102	114
Lymph-BNHL	GSE60270.MED1.MCF7_SHRARS_E2	13190631	107	0.99751233737735	7565362	3416	107	0.762214470711527	0.766047168373245	0.502586921134277	107	107	107	107	107	124
Lymph-BNHL	GSE78113.CTCF.MCF7_HYPOXIA	17949961	107	0.95494240832596	2548755	1176	99	0.962024796674011	0.947203547485512	0.636661429879234	102	102	102	105	105	119
Lymph-BNHL	ENCSR000BVA.SRF.MCF7	2625421	107	0.894139279418479	1510510	716	96	0.535513534447012	0.538166044546091	0.500246003393224	96	96	96	100	101	112
Lymph-BNHL	GSE60270.MED1.MCF7_SHRARS	15821664	107	0.997452564266783	7515899	3357	107	0.757188609381912	0.761151090601006	0.502339909848858	107	107	107	107	107	124
Lymph-BNHL	ENCSR000BSS.ELF1.MCF7	8806972	107	0.990362874542054	4947244	1988	105	0.922976647322196	0.914769396114404	0.550439239541977	106	106	106	107	107	123
Lymph-BNHL	ENCSR000DML.CTCF.MCF7	18200587	107	0.983241403532635	4011044	2020	106	0.450000393098888	0.462871612577328	0.482121911754074	105	105	105	107	107	122
Lymph-BNHL	ERP000380.CTCF.MCF7_E2	11890423	107	0.935194441109873	2080795	994	100	0.61228334141205	0.608908203732526	0.515920977504558	100	100	100	104	104	117
Lymph-BNHL	ENCSR000DMV.CTCF.MCF7	20366728	107	0.983441519520784	4030483	2118	106	0.456804978286378	0.469351449653788	0.482954707495226	105	105	105	107	107	122
Lymph-BNHL	GSE23730.ERG.MCF7	14122669	107	0.997286997739164	7385279	3468	105	0.997761089408577	0.996788290639323	0.578652304533363	107	107	107	107	107	124
Lymph-BNHL	ERP000380.CTCF.MCF7_TAM	11024097	107	0.925749262866299	1915452	840	97	0.852916499481084	0.829226315106774	0.595225993940507	99	99	99	103	103	116
Lymph-BNHL	GSE41820.ARNT.MCF7	60988959	107	0.902376354904705	1599598	700	94	0.868246890281346	0.840852674736719	0.616161958312995	97	97	96	101	101	113
Lymph-BNHL	ENCSR000BUK.GABPA.MCF7	6068977	107	0.985079858868861	4200743	1615	105	0.791746151900928	0.785066332812227	0.528642798282585	106	106	105	107	107	123
Lymph-BNHL	GSE51274.GATA3.MCF7	16735521	107	0.873792478316157	1324329	876	101	0.00662435124348093	0.0140228549390389	0.231886325579753	94	94	93	98	99	110
Lymph-BNHL	GSE23852.FOXA1.MCF7_E2	15045281	107	0.778901725007377	800622	383	74	0.996069780472139	0.986709501086091	0.860330092575587	83	83	83	89	90	99
Lymph-BNHL	GSE68355.ESR1.MCF7_R5020	27974567	107	0.969335829710974	3085160	2054	104	0.580333280552841	0.583565076133887	0.502040675023005	104	104	104	106	106	121
Lymph-BNHL	GSE68355.ESR1.MCF7_PROG	32812056	107	0.989362020899216	4773994	2632	107	0.302088744356555	0.318427181321883	0.468845477157744	106	106	106	107	107	123
Lymph-BNHL	GSE68355.ESR1.MCF7	17569914	107	0.898369520974934	1555104	840	98	0.317376424955892	0.343045445050783	0.437686988847344	96	96	96	101	101	113
Lymph-BNHL	GSE23852.TFAP2C.MCF7_E2	11991285	107	0.974498260863423	3356857	1296	99	0.999343152422904	0.998268752262949	0.710220495756777	104	104	104	107	107	121
Lymph-BNHL	ERP003844.ESR1.MCF7_LY2	26814405	107	0.985097612916733	4202706	2376	106	0.515584913261833	0.52524698185685	0.489844827275164	106	106	105	107	107	123
Lymph-BNHL	ENCSR000BST.GATA3.MCF7	24149589	107	0.953553951037845	2508233	1690	104	0.238236444375068	0.262656192935925	0.435796532615287	102	102	102	105	105	119
Lymph-BNHL	ERP000783.ESR1.MCF7	26945331	107	0.861985718470592	1233486	579	86	0.982559866704583	0.965401929569146	0.755602131946978	92	92	92	97	98	108
Lymph-BNHL	ERP000901.CREBBP.MCF7_E2	24526377	107	0.989729181638467	4835283	2103	106	0.698405578992141	0.699219065133478	0.50908292672134	106	106	106	107	107	123
Lymph-BNHL	ENCSR000BUY.NR2F2.MCF7	16183180	107	0.959635807835705	2697808	1137	100	0.947500868733137	0.931658179879712	0.617534362841839	103	103	103	106	106	120
Lymph-BNHL	ERP001226.FOXA1.MCF7	19842160	107	0.729210926881762	639692	351	78	0.55704785630117	0.55199852033501	0.516211717183249	78	78	78	84	85	93
Lymph-BNHL	GSE21234.TFAP2C.MCF7	18546489	107	0.948198375741954	2364692	951	97	0.986536276033902	0.976910269276081	0.684221510430908	102	102	101	105	105	118
Lymph-BNHL	GSE36351.TFAP2C.MCF7	18546914	107	0.948200527849737	2364746	951	97	0.986540619151141	0.976916451144979	0.684229577717761	102	102	101	105	105	118
Lymph-BNHL	ERP000380.ESR1.MCF7_SHFOXA1_E2	3894792	107	0.438714352912218	197724	80	44	0.787244622803563	0.747978302710489	0.685833606763953	47	47	47	54	55	58
Lymph-BNHL	ERP005838.NRIP1.MCF7_E2	16987668	107	0.927457795811711	1943356	758	89	0.999968997217894	0.999757105928631	0.860199167833574	99	99	99	103	103	116
Lymph-BNHL	ERP001226.AR.MCF7	15727286	107	0.834906493266863	1059635	470	82	0.989572933906187	0.975315600793552	0.794917647174734	89	89	89	95	95	105
Lymph-BNHL	GSE41561.ESR1.MCF7	15730101	107	0.834863428285016	1059390	469	81	0.995252064448228	0.986072001119385	0.824431382329092	89	89	89	95	95	105
Lymph-BNHL	ERP000209.ESR1.MCF7_E2	14876286	107	0.859631831711338	1216607	484	79	0.999977386265994	0.999707498346223	0.922828445359407	92	92	92	97	98	108
Lymph-BNHL	ERP005838.NRIP1.MCF7	13409476	107	0.942637350542828	2233643	824	95	0.996324251205998	0.991607726112961	0.733535134439739	101	101	101	104	105	118
Lymph-BNHL	GSE40129.ESR1.MCF7_SICTR_E2	13271876	107	0.763508569357291	745435	349	70	0.999369425812725	0.996190324804288	0.914054241317796	82	82	82	88	89	97
Lymph-BNHL	ERP000901.NCOA2.MCF7_E2	9403229	107	0.870884905399282	1300941	578	83	0.99959339687852	0.997850019889369	0.866811581314014	93	93	93	98	99	109
Lymph-BNHL	GSE40129.ESR1.MCF7_SIGATA_E2	14071580	107	0.832527155822122	1046229	443	72	0.999999743209206	0.999983988937337	0.972016175013593	89	89	89	94	95	105
Lymph-BNHL	ERP000380.ESR1.MCF7_SHCRT_E2	9160100	107	0.709097485552048	586668	300	64	0.999093685818995	0.994824073859017	0.925388077996826	76	76	76	82	83	90
Lymph-BNHL	ENCSR000DMR.CTCF.MCF7	17089402	107	0.931991994145003	2021557	943	97	0.911040659534116	0.888329918707222	0.620853179702318	100	100	100	103	104	116
Lymph-BNHL	ERP000209.RAD21.MCF7_E2	10285017	107	0.903247619295489	1609583	1566	103	0.0102456746321029	0.0186941881451446	0.272171446058718	97	97	96	101	101	113
Lymph-BNHL	ERP000209.RAD21.MCF7_E2_SHCTR	16560643	107	0.923236930028717	1875844	1469	104	0.0201723729654714	0.0317105833780569	0.313054731798427	99	99	99	103	103	115
Lymph-BNHL	ERP000209.CTCF.MCF7_E2_SHCTR	17393385	107	0.931554782901086	2013738	966	96	0.956371611988792	0.937601567738091	0.657060416382506	100	100	100	103	104	116
Lymph-BNHL	ENCSR000BTQ.RAD21.MCF7	15135435	107	0.855820835463322	1190068	803	96	0.103846385720117	0.138139982069844	0.335482701720488	92	92	91	97	97	108
Lymph-BNHL	ENCSR125ZYC.KLF9.MCF7	5026831	107	0.974199736656827	3339423	1187	99	0.999278545245579	0.998127278043853	0.709158531005381	104	104	104	106	107	121
Lymph-BNHL	ERP000209.CTCF.MCF7_E2_SHCTCF	7259891	107	0.773544948281056	780795	336	77	0.955149131720849	0.923425253119207	0.751590285249018	83	83	83	89	90	98
Lymph-BNHL	GSE70764.CTCF.MCF7	10233539	107	0.843775195856812	1112038	580	93	0.250294392994462	0.284508516773469	0.4013816896424	90	90	90	96	96	106
Lymph-BNHL	ENCSR000DMS.CTCF.MCF7	9892285	107	0.823059798309944	995384	411	87	0.682646410901539	0.662680639602339	0.559492640361747	88	88	88	94	94	104
Lymph-BNHL	ERP000783.CTCF.MCF7_TAM	7210531	107	0.831898740236556	1042732	422	81	0.993621939107759	0.982659789423584	0.815761383192898	89	89	89	94	95	105
Lymph-BNHL	GSE41561.NR2F1.MCF7	42769202	107	0.998945901449268	9425020	5766	107	0.89225678075082	0.893286400877742	0.50850763006924	107	107	107	107	107	124
Lymph-BNHL	GSE48930.AR.MCF7	13020525	107	0.964334608740161	2869598	1106	99	0.991712064261701	0.985437346329196	0.67295933218036	103	103	103	106	106	120
Lymph-BNHL	GSE60270.MED1.MCF7_SHCTR_E2	5696578	107	0.980299439212152	3753219	1588	106	0.357820116550809	0.374750070258977	0.469876601165957	105	105	105	107	107	122
Lymph-BNHL	GSE60270.MED1.MCF7_SHCTR	7734385	107	0.990619325852674	4994985	1756	107	0.34933319904213	0.364776797434301	0.474054145290379	106	106	106	107	107	123
Lymph-BNHL	GSE46055.KDM5B.MCF7	5643339	107	0.972683326046964	3254417	1675	103	0.844212742197118	0.830516425649805	0.555111789072515	104	104	104	106	107	121
Lymph-BNHL	ENCSR000DWH.CTCF.MCF7	17403425	107	0.916276410706406	1774085	866	95	0.913277862592883	0.888389047438723	0.634165883081155	98	98	98	102	102	115
Lymph-BNHL	ENCSR000AHD.CTCF.MCF7	12789991	107	0.832263389910952	1044759	491	88	0.684318056587777	0.664725088526295	0.55852357823971	89	89	89	94	95	105
Lymph-BNHL	ENCSR000DMP.MYC.MCF7	1149267	107	0.777457213683371	795207	283	73	0.997990174057051	0.991676088423366	0.880929593774028	83	83	83	89	90	98
Lymph-BNHL	ERP000209.RAD21.MCF7_E2_SHCTCF	9644842	107	0.951856551738459	2460647	1949	106	0.0230109858906116	0.0326691150741245	0.353416929640392	102	102	102	105	105	119
Lymph-BNHL	GSE72249.FOXA1.MCF7	22240817	107	0.989596175105677	4812793	2644	107	0.310393528200469	0.326592990314123	0.469815470893068	106	106	106	107	107	123
Lymph-BNHL	ENCSR000BTP.HDAC2.MCF7	11449482	107	0.976013542015513	3449246	2088	106	0.24991190028279	0.270170035293228	0.45204771961558	105	105	104	107	107	122
