_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-3.34284425816,GO:0003018,M1,1,0,GO Biological Processes,19,vascular process in circulatory system,-3.34284425816,5.13925729443,4.8679896166,23250,174,182,7,3.84615384615,1.42547945512,152|4842|5021|5797|11156|91807|219537,ADRA2C|NOS1|OXTR|PTPRM|PTP4A3|MYLK3|SMTNL1,-0.517293051753,0,8,1,1,-3.34284425816,11.6133866134,
1,-2.66438182206,GO:0045907,M1,1,0,GO Biological Processes,19,positive regulation of vasoconstriction,-2.66438182206,11.6133866134,5.41926970705,23250,33,182,3,1.64835164835,0.943800190947,152|5021|219537,ADRA2C|OXTR|SMTNL1,-0.222294192506,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.60845372835,GO:0090066,M1,1,0,GO Biological Processes,19,regulation of anatomical structure size,-2.60845372835,2.73921984448,3.53817610511,23250,513,182,11,6.04395604396,1.76639292191,152|1382|4842|5021|5797|6696|7111|7476|57611|136319|219537,ADRA2C|CRABP2|NOS1|OXTR|PTPRM|SPP1|TMOD1|WNT7A|ISLR2|MTPN|SMTNL1,-0.185115534815,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.29181249057,GO:0035296,M1,1,0,GO Biological Processes,19,regulation of tube diameter,-2.29181249057,4.53004442366,3.73449611685,23250,141,182,5,2.74725274725,1.2116147546,152|4842|5021|5797|219537,ADRA2C|NOS1|OXTR|PTPRM|SMTNL1,-0.0258161200749,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.29181249057,GO:0097746,M1,1,0,GO Biological Processes,19,regulation of blood vessel diameter,-2.29181249057,4.53004442366,3.73449611685,23250,141,182,5,2.74725274725,1.2116147546,152|4842|5021|5797|219537,ADRA2C|NOS1|OXTR|PTPRM|SMTNL1,-0.0258161200749,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.20777872726,GO:0008015,M1,1,0,GO Biological Processes,19,blood circulation,-2.20777872726,2.55494505495,3.12206694119,23250,500,182,10,5.49450549451,1.68910692122,152|4778|4842|5021|5742|5797|7341|11156|91807|219537,ADRA2C|NFE2|NOS1|OXTR|PTGS1|PTPRM|SUMO1|PTP4A3|MYLK3|SMTNL1,-0.00388559803876,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.19189366348,GO:0050880,M1,1,0,GO Biological Processes,19,regulation of blood vessel size,-2.19189366348,4.28682056199,3.57508688644,23250,149,182,5,2.74725274725,1.2116147546,152|4842|5021|5797|219537,ADRA2C|NOS1|OXTR|PTPRM|SMTNL1,-0.00388559803876,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.17986880162,GO:0035150,M1,1,0,GO Biological Processes,19,regulation of tube size,-2.17986880162,4.25824175824,3.55595131532,23250,150,182,5,2.74725274725,1.2116147546,152|4842|5021|5797|219537,ADRA2C|NOS1|OXTR|PTPRM|SMTNL1,-0.00388559803876,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.16125218337,GO:0003013,M1,1,0,GO Biological Processes,19,circulatory system process,-2.16125218337,2.51470969975,3.06605397891,23250,508,182,10,5.49450549451,1.68910692122,152|4778|4842|5021|5742|5797|7341|11156|91807|219537,ADRA2C|NFE2|NOS1|OXTR|PTGS1|PTPRM|SUMO1|PTP4A3|MYLK3|SMTNL1,-0.00388559803876,0,8,0,0,-3.34284425816,11.6133866134,
1,-2.04672835488,GO:0003012,M1,1,0,GO Biological Processes,19,muscle system process,-2.04672835488,2.56635105965,2.9735449163,23250,448,182,9,4.94505494505,1.60707899328,152|1410|4842|5021|7111|7341|26287|29995|136319,ADRA2C|CRYAB|NOS1|OXTR|TMOD1|SUMO1|ANKRD2|LMCD1|MTPN,0.0,0,8,0,0,-3.34284425816,11.6133866134,
1,-3.33715468398,GO:0032355,M1,1,0,GO Biological Processes,19,response to estradiol,-3.33715468398,6.13186813187,5.11001865411,23250,125,182,6,3.2967032967,1.32350283867,655|1410|1789|5021|7476|8932,BMP7|CRYAB|DNMT3B|OXTR|WNT7A|MBD2,-0.517293051753,0,9,1,1,-3.33715468398,8.15407996259,
1,-2.49920824779,GO:0060359,M1,1,0,GO Biological Processes,19,response to ammonium ion,-2.49920824779,5.06933542648,4.06827351204,23250,126,182,5,2.74725274725,1.2116147546,1789|2731|3359|5021|25942,DNMT3B|GLDC|HTR3A|OXTR|SIN3A,-0.144064984627,0,9,0,0,-3.33715468398,8.15407996259,
1,-2.22608539798,GO:1905268,M1,1,0,GO Biological Processes,19,negative regulation of chromatin organization,-2.22608539798,8.15407996259,4.36077330842,23250,47,182,3,1.64835164835,0.943800190947,1789|25942|57379,DNMT3B|SIN3A|AICDA,-0.00821725092373,0,9,0,0,-3.33715468398,8.15407996259,
1,-2.17556703201,GO:0042220,M1,1,0,GO Biological Processes,19,response to cocaine,-2.17556703201,7.82126037228,4.24563032997,23250,49,182,3,1.64835164835,0.943800190947,1789|3359|5021,DNMT3B|HTR3A|OXTR,-0.00388559803876,0,9,0,0,-3.33715468398,8.15407996259,
1,-2.16125218337,GO:0009636,M1,1,0,GO Biological Processes,19,response to toxic substance,-2.16125218337,2.51470969975,3.06605397891,23250,508,182,10,5.49450549451,1.68910692122,388|655|867|1410|1789|2263|3359|5021|5742|84293,RHOB|BMP7|CBL|CRYAB|DNMT3B|FGFR2|HTR3A|OXTR|PTGS1|PRXL2A,-0.00388559803876,0,9,0,0,-3.33715468398,8.15407996259,
1,-3.23429734004,GO:0070848,M1,1,0,GO Biological Processes,19,response to growth factor,-3.23429734004,2.65402879669,4.01035859554,23250,722,182,15,8.24175824176,2.03843460364,607|655|867|2263|2817|3359|3987|4842|7476|8817|11156|25878|51176|51256|286204,BCL9|BMP7|CBL|FGFR2|GPC1|HTR3A|LIMS1|NOS1|WNT7A|FGF18|PTP4A3|MXRA5|LEF1|TBC1D7|CRB2,-0.491179714825,0,10,1,1,-3.23429734004,2.65402879669,
1,-2.48416307564,GO:0071363,M1,1,0,GO Biological Processes,19,cellular response to growth factor stimulus,-2.48416307564,2.3964131107,3.31491751691,23250,693,182,13,7.14285714286,1.9090088708,607|655|867|2263|2817|3359|3987|4842|7476|8817|11156|51176|286204,BCL9|BMP7|CBL|FGFR2|GPC1|HTR3A|LIMS1|NOS1|WNT7A|FGF18|PTP4A3|LEF1|CRB2,-0.144064984627,0,10,0,0,-3.23429734004,2.65402879669,
1,-3.06421174819,GO:0007423,M1,1,0,GO Biological Processes,19,sensory organ development,-3.06421174819,2.94235514965,3.9828156051,23250,521,182,12,6.59340659341,1.83953477282,655|1296|1410|2263|5316|5797|6299|7111|7476|10018|51176|117531,BMP7|COL8A2|CRYAB|FGFR2|PKNOX1|PTPRM|SALL1|TMOD1|WNT7A|BCL2L11|LEF1|TMC1,-0.38038862737,0,11,1,1,-3.06421174819,3.00077439339,
1,-2.79454711884,GO:0072358,M1,1,0,GO Biological Processes,19,cardiovascular system development,-2.79454711884,2.39825881253,3.57253071454,23250,799,182,15,8.24175824176,2.03843460364,388|655|1296|2263|4240|5316|5613|5784|5797|6461|7476|8817|11005|51176|286204,RHOB|BMP7|COL8A2|FGFR2|MFGE8|PKNOX1|PRKX|PTPN14|PTPRM|SHB|WNT7A|FGF18|SPINK5|LEF1|CRB2,-0.260313266077,0,11,0,0,-3.06421174819,3.00077439339,
1,-2.66723898095,GO:0050673,M1,1,0,GO Biological Processes,19,epithelial cell proliferation,-2.66723898095,2.97086634296,3.66409261196,23250,430,182,10,5.49450549451,1.68910692122,1296|2263|3915|3987|5613|5797|7476|8324|8817|11202,COL8A2|FGFR2|LAMC1|LIMS1|PRKX|PTPRM|WNT7A|FZD7|FGF18|KLK8,-0.222294192506,0,11,0,0,-3.06421174819,3.00077439339,
1,-2.66560587412,GO:0001525,M1,1,0,GO Biological Processes,19,angiogenesis,-2.66560587412,2.63849747499,3.55263444945,23250,581,182,12,6.59340659341,1.83953477282,388|1296|2263|4240|5316|5613|5797|6461|7476|8817|11005|51176,RHOB|COL8A2|FGFR2|MFGE8|PKNOX1|PRKX|PTPRM|SHB|WNT7A|FGF18|SPINK5|LEF1,-0.222294192506,0,11,0,0,-3.06421174819,3.00077439339,
1,-2.41692578151,GO:0001944,M1,1,0,GO Biological Processes,19,vasculature development,-2.41692578151,2.26387536514,3.21030119122,23250,790,182,14,7.69230769231,1.97520227313,388|655|1296|2263|4240|5316|5613|5784|5797|6461|7476|8817|11005|51176,RHOB|BMP7|COL8A2|FGFR2|MFGE8|PKNOX1|PRKX|PTPN14|PTPRM|SHB|WNT7A|FGF18|SPINK5|LEF1,-0.096571748689,0,11,0,0,-3.06421174819,3.00077439339,
1,-2.1754204956,GO:0048514,M1,1,0,GO Biological Processes,19,blood vessel morphogenesis,-2.1754204956,2.28801049697,3.00488389735,23250,670,182,12,6.59340659341,1.83953477282,388|1296|2263|4240|5316|5613|5797|6461|7476|8817|11005|51176,RHOB|COL8A2|FGFR2|MFGE8|PKNOX1|PRKX|PTPRM|SHB|WNT7A|FGF18|SPINK5|LEF1,-0.00388559803876,0,11,0,0,-3.06421174819,3.00077439339,
1,-2.17281906049,GO:0001568,M1,1,0,GO Biological Processes,19,blood vessel development,-2.17281906049,2.19671201814,2.97132437898,23250,756,182,13,7.14285714286,1.9090088708,388|655|1296|2263|4240|5316|5613|5797|6461|7476|8817|11005|51176,RHOB|BMP7|COL8A2|FGFR2|MFGE8|PKNOX1|PRKX|PTPRM|SHB|WNT7A|FGF18|SPINK5|LEF1,-0.00388559803876,0,11,0,0,-3.06421174819,3.00077439339,
1,-2.03393780833,GO:0043010,M1,1,0,GO Biological Processes,19,camera-type eye development,-2.03393780833,3.00077439339,3.08765555412,23250,298,182,7,3.84615384615,1.42547945512,655|1296|1410|5316|5797|7111|7476,BMP7|COL8A2|CRYAB|PKNOX1|PTPRM|TMOD1|WNT7A,0.0,0,11,0,0,-3.06421174819,3.00077439339,
1,-3.05675659871,GO:0014706,M1,1,0,GO Biological Processes,19,striated muscle tissue development,-3.05675659871,3.35294626633,4.11323735714,23250,381,182,10,5.49450549451,1.68910692122,607|655|2263|2817|8324|10277|26287|51176|91807|136319,BCL9|BMP7|FGFR2|GPC1|FZD7|UBE4B|ANKRD2|LEF1|MYLK3|MTPN,-0.38038862737,0,12,1,1,-3.05675659871,4.34514465127,
1,-2.91420274425,GO:0060537,M1,1,0,GO Biological Processes,19,muscle tissue development,-2.91420274425,3.20972996852,3.94958527784,23250,398,182,10,5.49450549451,1.68910692122,607|655|2263|2817|8324|10277|26287|51176|91807|136319,BCL9|BMP7|FGFR2|GPC1|FZD7|UBE4B|ANKRD2|LEF1|MYLK3|MTPN,-0.322349484167,0,12,0,0,-3.05675659871,4.34514465127,
1,-2.74396978524,GO:0051146,M1,1,0,GO Biological Processes,19,striated muscle cell differentiation,-2.74396978524,3.61122975964,3.92571738052,23250,283,182,8,4.3956043956,1.51954139546,607|4842|7111|8324|26287|55544|91807|136319,BCL9|NOS1|TMOD1|FZD7|ANKRD2|RBM38|MYLK3|MTPN,-0.234770337178,0,12,0,0,-3.05675659871,4.34514465127,
1,-2.68849461692,GO:0061061,M1,1,0,GO Biological Processes,19,muscle structure development,-2.68849461692,2.53157665505,3.53449162493,23250,656,182,13,7.14285714286,1.9090088708,607|1410|2263|2817|4842|7111|8324|10277|26287|51176|55544|91807|136319,BCL9|CRYAB|FGFR2|GPC1|NOS1|TMOD1|FZD7|UBE4B|ANKRD2|LEF1|RBM38|MYLK3|MTPN,-0.222294192506,0,12,0,0,-3.05675659871,4.34514465127,
1,-2.52461219774,GO:0042692,M1,1,0,GO Biological Processes,19,muscle cell differentiation,-2.52461219774,3.04966916373,3.56390188212,23250,377,182,9,4.94505494505,1.60707899328,607|2263|4842|7111|8324|26287|55544|91807|136319,BCL9|FGFR2|NOS1|TMOD1|FZD7|ANKRD2|RBM38|MYLK3|MTPN,-0.163829507863,0,12,0,0,-3.05675659871,4.34514465127,
1,-2.34270531405,GO:0007517,M1,1,0,GO Biological Processes,19,muscle organ development,-2.34270531405,2.86001312121,3.34147180415,23250,402,182,9,4.94505494505,1.60707899328,607|1410|2263|2817|8324|10277|26287|51176|136319,BCL9|CRYAB|FGFR2|GPC1|FZD7|UBE4B|ANKRD2|LEF1|MTPN,-0.041236625393,0,12,0,0,-3.05675659871,4.34514465127,
1,-2.21624477367,GO:0016202,M1,1,0,GO Biological Processes,19,regulation of striated muscle tissue development,-2.21624477367,4.34514465127,3.61386764116,23250,147,182,5,2.74725274725,1.2116147546,2263|2817|8324|51176|136319,FGFR2|GPC1|FZD7|LEF1|MTPN,-0.00388559803876,0,12,0,0,-3.05675659871,4.34514465127,
1,-2.19189366348,GO:1901861,M1,1,0,GO Biological Processes,19,regulation of muscle tissue development,-2.19189366348,4.28682056199,3.57508688644,23250,149,182,5,2.74725274725,1.2116147546,2263|2817|8324|51176|136319,FGFR2|GPC1|FZD7|LEF1|MTPN,-0.00388559803876,0,12,0,0,-3.05675659871,4.34514465127,
1,-2.16794258584,GO:0048634,M1,1,0,GO Biological Processes,19,regulation of muscle organ development,-2.16794258584,4.2300414817,3.53698196577,23250,151,182,5,2.74725274725,1.2116147546,2263|2817|8324|51176|136319,FGFR2|GPC1|FZD7|LEF1|MTPN,-0.00388559803876,0,12,0,0,-3.05675659871,4.34514465127,
1,-3.04220131291,M276,M1,1,0,Canonical Pathways,11,PID FGF PATHWAY,-3.04220131291,9.29070929071,5.46775070228,23250,55,182,4,2.1978021978,1.0867581726,867|2263|6696|8817,CBL|FGFR2|SPP1|FGF18,-0.38038862737,0,13,1,1,-3.04220131291,11.2718164189,
1,-2.62675256892,R-HSA-5654727,M1,1,0,Reactome Gene Sets,6,Negative regulation of FGFR2 signaling,-2.62675256892,11.2718164189,5.3238507576,23250,34,182,3,1.64835164835,0.943800190947,867|2263|8817,CBL|FGFR2|FGF18,-0.192849700013,0,13,0,0,-3.04220131291,11.2718164189,
1,-2.54290633716,M160,M1,1,0,Canonical Pathways,11,PID AVB3 INTEGRIN PATHWAY,-2.54290633716,6.81318681319,4.47886427474,23250,75,182,4,2.1978021978,1.0867581726,867|1296|4240|6696,CBL|COL8A2|MFGE8|SPP1,-0.165936886193,0,13,0,0,-3.04220131291,11.2718164189,
1,-2.98605581806,M5953,M1,1,0,Hallmark Gene Sets,23,HALLMARK KRAS SIGNALING UP,-2.98605581806,4.47115384615,4.37911405933,23250,200,182,7,3.84615384615,1.42547945512,867|6696|7476|10221|23531|51193|51311,CBL|SPP1|WNT7A|TRIB1|MMD|ZNF639|TLR8,-0.349581647697,0,14,1,1,-2.98605581806,4.47115384615,
1,-2.92030866255,GO:1901606,M1,1,0,GO Biological Processes,19,alpha-amino acid catabolic process,-2.92030866255,6.32412142313,4.76294298492,23250,101,182,5,2.74725274725,1.2116147546,191|2731|4842|112817|130013,AHCY|GLDC|NOS1|HOGA1|ACMSD,-0.322349484167,0,15,1,1,-2.92030866255,6.32412142313,
1,-2.62234820226,GO:0009063,M1,1,0,GO Biological Processes,19,cellular amino acid catabolic process,-2.62234820226,5.41301918421,4.26877327154,23250,118,182,5,2.74725274725,1.2116147546,191|2731|4842|112817|130013,AHCY|GLDC|NOS1|HOGA1|ACMSD,-0.192849700013,0,15,0,0,-2.92030866255,6.32412142313,
1,-2.09530635794,GO:1901605,M1,1,0,GO Biological Processes,19,alpha-amino acid metabolic process,-2.09530635794,3.46825120581,3.27477009917,23250,221,182,6,3.2967032967,1.32350283867,191|2731|4842|112817|130013|162417,AHCY|GLDC|NOS1|HOGA1|ACMSD|NAGS,0.0,0,15,0,0,-2.92030866255,6.32412142313,
1,-2.04948417562,R-HSA-71291,M1,1,0,Reactome Gene Sets,6,Metabolism of amino acids and derivatives,-2.04948417562,2.7621027621,3.03484800669,23250,370,182,8,4.3956043956,1.51954139546,191|2731|4837|5693|57494|112817|130013|162417,AHCY|GLDC|NNMT|PSMB5|RIMKLB|HOGA1|ACMSD|NAGS,0.0,0,15,0,0,-2.92030866255,6.32412142313,
1,-2.90065363373,GO:0000904,M1,1,0,GO Biological Processes,19,cell morphogenesis involved in differentiation,-2.90065363373,2.55860019809,3.71640703844,23250,699,182,14,7.69230769231,1.97520227313,655|1382|2263|2817|3915|3987|5797|6696|7476|8324|51176|51473|57611|84612,BMP7|CRABP2|FGFR2|GPC1|LAMC1|LIMS1|PTPRM|SPP1|WNT7A|FZD7|LEF1|DCDC2|ISLR2|PARD6B,-0.322349484167,0,16,1,1,-2.90065363373,2.68941584731,
1,-2.45434429696,GO:0045664,M1,1,0,GO Biological Processes,19,regulation of neuron differentiation,-2.45434429696,2.48454948617,3.31970169869,23250,617,182,12,6.59340659341,1.83953477282,152|655|1382|1789|5653|6696|7476|11202|22882|23413|23531|57611,ADRA2C|BMP7|CRABP2|DNMT3B|KLK6|SPP1|WNT7A|KLK8|ZHX2|NCS1|MMD|ISLR2,-0.119267007322,0,16,0,0,-2.90065363373,2.68941584731,
1,-2.36057444544,GO:0061564,M1,1,0,GO Biological Processes,19,axon development,-2.36057444544,2.68941584731,3.30435757176,23250,475,182,10,5.49450549451,1.68910692122,655|1382|2263|2817|5797|6696|7476|11202|57611|84612,BMP7|CRABP2|FGFR2|GPC1|PTPRM|SPP1|WNT7A|KLK8|ISLR2|PARD6B,-0.0497657305264,0,16,0,0,-2.90065363373,2.68941584731,
1,-2.29209720089,GO:0120035,M1,1,0,GO Biological Processes,19,regulation of plasma membrane bounded cell projection organization,-2.29209720089,2.36934626425,3.13772761924,23250,647,182,12,6.59340659341,1.83953477282,655|1382|5420|5621|5653|6696|7476|11202|23413|51256|51473|57611,BMP7|CRABP2|PODXL|PRNP|KLK6|SPP1|WNT7A|KLK8|NCS1|TBC1D7|DCDC2|ISLR2,-0.0258161200749,0,16,0,0,-2.90065363373,2.68941584731,
1,-2.2405800431,GO:0031344,M1,1,0,GO Biological Processes,19,regulation of cell projection organization,-2.2405800431,2.3332831552,3.07929280535,23250,657,182,12,6.59340659341,1.83953477282,655|1382|5420|5621|5653|6696|7476|11202|23413|51256|51473|57611,BMP7|CRABP2|PODXL|PRNP|KLK6|SPP1|WNT7A|KLK8|NCS1|TBC1D7|DCDC2|ISLR2,-0.00821725092373,0,16,0,0,-2.90065363373,2.68941584731,
1,-2.1636191568,GO:0050767,M1,1,0,GO Biological Processes,19,regulation of neurogenesis,-2.1636191568,2.19091594421,2.96097360888,23250,758,182,13,7.14285714286,1.9090088708,152|655|1382|1789|4842|5653|6696|7476|11202|22882|23413|23531|57611,ADRA2C|BMP7|CRABP2|DNMT3B|NOS1|KLK6|SPP1|WNT7A|KLK8|ZHX2|NCS1|MMD|ISLR2,-0.00388559803876,0,16,0,0,-2.90065363373,2.68941584731,
1,-2.12575606607,GO:0007409,M1,1,0,GO Biological Processes,19,axonogenesis,-2.12575606607,2.64304660856,3.07267860659,23250,435,182,9,4.94505494505,1.60707899328,655|1382|2263|2817|5797|6696|7476|57611|84612,BMP7|CRABP2|FGFR2|GPC1|PTPRM|SPP1|WNT7A|ISLR2|PARD6B,0.0,0,16,0,0,-2.90065363373,2.68941584731,
1,-2.06479157041,GO:0048812,M1,1,0,GO Biological Processes,19,neuron projection morphogenesis,-2.06479157041,2.31121674378,2.91005866635,23250,608,182,11,6.04395604396,1.76639292191,655|1382|2263|2817|5797|6696|7476|11202|51473|57611|84612,BMP7|CRABP2|FGFR2|GPC1|PTPRM|SPP1|WNT7A|KLK8|DCDC2|ISLR2|PARD6B,0.0,0,16,0,0,-2.90065363373,2.68941584731,
1,-2.82852646014,GO:0045745,M1,1,0,GO Biological Processes,19,positive regulation of G-protein coupled receptor protein signaling pathway,-2.82852646014,13.2152330428,5.84646237247,23250,29,182,3,1.64835164835,0.943800190947,4842|5653|25818,NOS1|KLK6|KLK5,-0.279226941568,0,17,1,1,-2.82852646014,13.2152330428,
1,-2.73851486779,GO:0042552,M1,1,0,GO Biological Processes,19,myelination,-2.73851486779,5.75438075438,4.4598065112,23250,111,182,5,2.74725274725,1.2116147546,2817|5653|11202|114569|152189,GPC1|KLK6|KLK8|MAL2|CMTM8,-0.234770337178,0,18,1,1,-2.73851486779,5.75438075438,
1,-2.7044604321,GO:0007272,M1,1,0,GO Biological Processes,19,ensheathment of neurons,-2.7044604321,5.6525333074,4.40360190569,23250,113,182,5,2.74725274725,1.2116147546,2817|5653|11202|114569|152189,GPC1|KLK6|KLK8|MAL2|CMTM8,-0.228029612911,0,18,0,0,-2.73851486779,5.75438075438,
1,-2.7044604321,GO:0008366,M1,1,0,GO Biological Processes,19,axon ensheathment,-2.7044604321,5.6525333074,4.40360190569,23250,113,182,5,2.74725274725,1.2116147546,2817|5653|11202|114569|152189,GPC1|KLK6|KLK8|MAL2|CMTM8,-0.228029612911,0,18,0,0,-2.73851486779,5.75438075438,
1,-2.555019082,GO:0070884,M1,1,0,GO Biological Processes,19,regulation of calcineurin-NFAT signaling cascade,-2.555019082,10.6456043956,5.14444546789,23250,36,182,3,1.64835164835,0.943800190947,5621|8445|29995,PRNP|DYRK2|LMCD1,-0.166913264917,0,19,1,1,-2.555019082,10.6456043956,
1,-2.555019082,GO:0106056,M1,1,0,GO Biological Processes,19,regulation of calcineurin-mediated signaling,-2.555019082,10.6456043956,5.14444546789,23250,36,182,3,1.64835164835,0.943800190947,5621|8445|29995,PRNP|DYRK2|LMCD1,-0.166913264917,0,19,0,0,-2.555019082,10.6456043956,
1,-2.30655313739,GO:0033173,M1,1,0,GO Biological Processes,19,calcineurin-NFAT signaling cascade,-2.30655313739,8.71003996004,4.54690295968,23250,44,182,3,1.64835164835,0.943800190947,5621|8445|29995,PRNP|DYRK2|LMCD1,-0.0258161200749,0,19,0,0,-2.555019082,10.6456043956,
1,-2.22608539798,GO:0097720,M1,1,0,GO Biological Processes,19,calcineurin-mediated signaling,-2.22608539798,8.15407996259,4.36077330842,23250,47,182,3,1.64835164835,0.943800190947,5621|8445|29995,PRNP|DYRK2|LMCD1,-0.00821725092373,0,19,0,0,-2.555019082,10.6456043956,
1,-2.13004261188,GO:0050848,M1,1,0,GO Biological Processes,19,regulation of calcium-mediated signaling,-2.13004261188,5.21417358152,3.71333441532,23250,98,182,4,2.1978021978,1.0867581726,4842|5621|8445|29995,NOS1|PRNP|DYRK2|LMCD1,0.0,0,19,0,0,-2.555019082,10.6456043956,
1,-2.01544771454,GO:0048016,M1,1,0,GO Biological Processes,19,inositol phosphate-mediated signaling,-2.01544771454,6.84360282575,3.88883698962,23250,56,182,3,1.64835164835,0.943800190947,5621|8445|29995,PRNP|DYRK2|LMCD1,0.0,0,19,0,0,-2.555019082,10.6456043956,
1,-2.42741451067,GO:0010469,M1,1,0,GO Biological Processes,19,regulation of signaling receptor activity,-2.42741451067,2.59265642107,3.33246163874,23250,542,182,11,6.04395604396,1.76639292191,655|867|3068|5697|6696|7476|8817|51293|54800|112616|152189,BMP7|CBL|HDGF|PYY|SPP1|WNT7A|FGF18|CD320|KLHL24|CMTM7|CMTM8,-0.101696343935,0,20,1,1,-2.42741451067,2.59265642107,
1,-2.30069820701,M5947,M1,1,0,Hallmark Gene Sets,23,HALLMARK IL2 STAT5 SIGNALING,-2.30069820701,3.83241758242,3.57330161866,23250,200,182,6,3.2967032967,1.32350283867,191|388|5621|6696|23413|80760,AHCY|RHOB|PRNP|SPP1|NCS1|ITIH5,-0.0258161200749,0,21,1,1,-2.30069820701,3.83241758242,
1,-2.27906754362,GO:0035850,M1,1,0,GO Biological Processes,19,epithelial cell differentiation involved in kidney development,-2.27906754362,8.51648351648,4.48294119309,23250,45,182,3,1.64835164835,0.943800190947,5420|5613|6299,PODXL|PRKX|SALL1,-0.023231505704,0,22,1,1,-2.27906754362,8.51648351648,
1,-2.17497312255,GO:0072001,M1,1,0,GO Biological Processes,19,renal system development,-2.17497312255,3.19368131868,3.28023468447,23250,280,182,7,3.84615384615,1.42547945512,655|2018|2263|5420|5613|6299|10018,BMP7|EMX2|FGFR2|PODXL|PRKX|SALL1|BCL2L11,-0.00388559803876,0,22,0,0,-2.27906754362,8.51648351648,
1,-2.03689275601,GO:0061005,M1,1,0,GO Biological Processes,19,cell differentiation involved in kidney development,-2.03689275601,6.96803196803,3.93593718465,23250,55,182,3,1.64835164835,0.943800190947,5420|5613|6299,PODXL|PRKX|SALL1,0.0,0,22,0,0,-2.27906754362,8.51648351648,
1,-2.22590894184,GO:0001738,M1,1,0,GO Biological Processes,19,morphogenesis of a polarized epithelium,-2.22590894184,5.55422838032,3.88768488281,23250,92,182,4,2.1978021978,1.0867581726,8324|81839|84133|163183,FZD7|VANGL1|ZNRF3|SYNE4,-0.00821725092373,0,23,1,1,-2.22590894184,5.55422838032,
1,-2.11337415017,GO:0051346,M1,1,0,GO Biological Processes,19,negative regulation of hydrolase activity,-2.11337415017,2.63095028541,3.0571947337,23250,437,182,9,4.94505494505,1.60707899328,1410|4842|11005|11211|51176|80760|81706|221692|286204,CRYAB|NOS1|SPINK5|FZD10|LEF1|ITIH5|PPP1R14C|PHACTR1|CRB2,0.0,0,24,1,1,-2.11337415017,2.63095028541,
1,-2.06498342475,GO:0043086,M1,1,0,GO Biological Processes,19,negative regulation of catalytic activity,-2.06498342475,2.12912087912,2.84917460499,23250,780,182,13,7.14285714286,1.9090088708,655|867|1410|4842|5621|10221|11005|11211|51176|80760|81706|221692|286204,BMP7|CBL|CRYAB|NOS1|PRNP|TRIB1|SPINK5|FZD10|LEF1|ITIH5|PPP1R14C|PHACTR1|CRB2,0.0,0,24,0,0,-2.11337415017,2.63095028541,
1,-2.08113856624,GO:0043392,M1,1,0,GO Biological Processes,19,negative regulation of DNA binding,-2.08113856624,7.2309765706,4.03376880642,23250,53,182,3,1.64835164835,0.943800190947,7341|25942|51176,SUMO1|SIN3A|LEF1,0.0,0,25,1,1,-2.08113856624,7.2309765706,
1,-2.07672047858,GO:0006979,M1,1,0,GO Biological Processes,19,response to oxidative stress,-2.07672047858,2.59531664724,3.01125504343,23250,443,182,9,4.94505494505,1.60707899328,388|655|1410|3417|5621|5693|5742|25942|26287,RHOB|BMP7|CRYAB|IDH1|PRNP|PSMB5|PTGS1|SIN3A|ANKRD2,0.0,0,26,1,1,-2.07672047858,2.59531664724,
1,-2.05531131425,GO:0043266,M1,1,0,GO Biological Processes,19,regulation of potassium ion transport,-2.05531131425,4.96105835912,3.57861813961,23250,103,182,4,2.1978021978,1.0867581726,4842|5621|7341|54800,NOS1|PRNP|SUMO1|KLHL24,0.0,0,27,1,1,-2.05531131425,4.96105835912,
1,-2.05382639919,GO:0030307,M1,1,0,GO Biological Processes,19,positive regulation of cell growth,-2.05382639919,3.96730598594,3.35587341343,23250,161,182,5,2.74725274725,1.2116147546,1382|51176|51193|57611|136319,CRABP2|LEF1|ZNF639|ISLR2|MTPN,0.0,0,28,1,1,-2.05382639919,3.96730598594,
